factor,triplet_id,status,n_flags,flags
count,count_000000,PASS,0,
count,count_000001,PASS,0,
count,count_000002,PASS,0,
count,count_000003,PASS,0,
count,count_000004,PASS,0,
count,count_000005,PASS,0,
count,count_000006,PASS,0,
count,count_000007,PASS,0,
count,count_000008,PASS,0,
count,count_000009,PASS,0,
count,count_000010,PASS,0,
count,count_000011,PASS,0,
count,count_000012,PASS,0,
count,count_000013,PASS,0,
count,count_000014,PASS,0,
count,count_000015,PASS,0,
count,count_000016,PASS,0,
count,count_000017,PASS,0,
count,count_000018,PASS,0,
count,count_000019,PASS,0,
count,count_000020,PASS,0,
count,count_000021,PASS,0,
count,count_000022,PASS,0,
count,count_000023,PASS,0,
count,count_000024,PASS,0,
count,count_000025,PASS,0,
count,count_000026,PASS,0,
count,count_000027,PASS,0,
count,count_000028,PASS,0,
count,count_000029,PASS,0,
count,count_000030,PASS,0,
count,count_000031,PASS,0,
count,count_000032,PASS,0,
count,count_000033,PASS,0,
count,count_000034,PASS,0,
count,count_000035,PASS,0,
count,count_000036,PASS,0,
count,count_000037,PASS,0,
count,count_000038,PASS,0,
count,count_000039,PASS,0,
count,count_000040,PASS,0,
count,count_000041,PASS,0,
count,count_000042,PASS,0,
count,count_000043,PASS,0,
count,count_000044,PASS,0,
count,count_000045,PASS,0,
count,count_000046,PASS,0,
count,count_000047,PASS,0,
count,count_000048,PASS,0,
count,count_000049,PASS,0,
count,count_000050,PASS,0,
count,count_000051,PASS,0,
count,count_000052,PASS,0,
count,count_000053,PASS,0,
count,count_000054,PASS,0,
count,count_000055,PASS,0,
count,count_000056,PASS,0,
count,count_000057,PASS,0,
count,count_000058,PASS,0,
count,count_000059,PASS,0,
count,count_000060,PASS,0,
count,count_000061,PASS,0,
count,count_000062,PASS,0,
count,count_000063,PASS,0,
count,count_000064,PASS,0,
count,count_000065,PASS,0,
count,count_000066,PASS,0,
count,count_000067,PASS,0,
count,count_000068,PASS,0,
count,count_000069,PASS,0,
count,count_000070,PASS,0,
count,count_000071,PASS,0,
count,count_000072,PASS,0,
count,count_000073,PASS,0,
count,count_000074,PASS,0,
count,count_000075,PASS,0,
count,count_000076,PASS,0,
count,count_000077,PASS,0,
count,count_000078,PASS,0,
count,count_000079,PASS,0,
count,count_000080,PASS,0,
count,count_000081,PASS,0,
count,count_000082,PASS,0,
count,count_000083,PASS,0,
count,count_000084,PASS,0,
count,count_000085,PASS,0,
count,count_000086,PASS,0,
count,count_000087,PASS,0,
count,count_000088,PASS,0,
count,count_000089,PASS,0,
count,count_000090,PASS,0,
count,count_000091,PASS,0,
count,count_000092,PASS,0,
count,count_000093,PASS,0,
count,count_000094,PASS,0,
count,count_000095,PASS,0,
count,count_000096,PASS,0,
count,count_000097,PASS,0,
count,count_000098,PASS,0,
count,count_000099,PASS,0,
count,count_000100,PASS,0,
count,count_000101,PASS,0,
count,count_000102,PASS,0,
count,count_000103,PASS,0,
count,count_000104,PASS,0,
count,count_000105,PASS,0,
count,count_000106,PASS,0,
count,count_000107,PASS,0,
count,count_000108,PASS,0,
count,count_000109,PASS,0,
count,count_000110,PASS,0,
count,count_000111,PASS,0,
count,count_000112,PASS,0,
count,count_000113,PASS,0,
count,count_000114,PASS,0,
count,count_000115,PASS,0,
count,count_000116,PASS,0,
count,count_000117,PASS,0,
count,count_000118,PASS,0,
count,count_000119,PASS,0,
count,count_000120,PASS,0,
count,count_000121,PASS,0,
count,count_000122,PASS,0,
count,count_000123,PASS,0,
count,count_000124,PASS,0,
count,count_000125,PASS,0,
count,count_000126,PASS,0,
count,count_000127,PASS,0,
count,count_000128,PASS,0,
count,count_000129,PASS,0,
count,count_000130,PASS,0,
count,count_000131,PASS,0,
count,count_000132,PASS,0,
count,count_000133,PASS,0,
count,count_000134,PASS,0,
count,count_000135,PASS,0,
count,count_000136,PASS,0,
count,count_000137,PASS,0,
count,count_000138,PASS,0,
count,count_000139,PASS,0,
count,count_000140,PASS,0,
count,count_000141,PASS,0,
count,count_000142,PASS,0,
count,count_000143,PASS,0,
count,count_000144,PASS,0,
count,count_000145,PASS,0,
count,count_000146,PASS,0,
count,count_000147,PASS,0,
count,count_000148,PASS,0,
count,count_000149,PASS,0,
count,count_000150,PASS,0,
count,count_000151,PASS,0,
count,count_000152,PASS,0,
count,count_000153,PASS,0,
count,count_000154,PASS,0,
count,count_000155,PASS,0,
